Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.748948594	9460	1.053799868	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749006477	9503	1.060179353	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749064349	9546	1.110620141	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749122221	9589	1.140633583	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749180081	9632	1.11823976	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749237953	9675	1.105254173	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749295825	9718	1.108843565	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749353697	9761	1.202507615	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749411557	9804	1.125658035	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749469429	9847	1.122215629	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749527301	9890	1.238409281	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749585185	9933	1.186341167	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749643045	9976	1.120887756	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749700928	10019	1.127221942	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.7497588	10062	1.104122877	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.749816672	10105	1.113980174	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
