Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.587951309	8908	1.780043483	7.27726984	34.31314286	0.087884393	1.406011561	0.70300578
0.588009181	8942	2.98082161	6.913602352	34.31314286	0.087884393	1.406011561	0.70300578
0.588067053	8976	2.98082161	6.913602352	34.31314286	0.087884393	1.406011561	0.70300578
0.588124924	9010	2.98082161	6.913602352	34.31314286	0.087884393	1.406011561	0.70300578
0.588182796	9044	4.934701443	6.444293022	34.31314286	0.087884393	1.406011561	0.70300578
0.588240656	9078	4.934701443	6.444293022	34.31314286	0.087884393	1.406011561	0.70300578
0.588298528	9112	4.934701443	6.444293022	34.31314286	0.087884393	1.406011561	0.70300578
0.5883564	9146	5.790833473	6.622848511	34.31314286	0.087884393	1.406011561	0.70300578
0.588414272	9180	5.790833473	6.622848511	34.31314286	0.087884393	1.406011561	0.70300578
0.588472155	9214	5.790833473	6.622848511	34.31314286	0.087884393	1.406011561	0.70300578
0.588530015	9248	5.429974079	5.978127956	34.31314286	0.087884393	1.406011561	0.70300578
0.588587887	9282	5.429974079	5.978127956	34.31314286	0.087884393	1.406011561	0.70300578
0.588645759	9316	5.429974079	5.978127956	34.31314286	0.087884393	1.406011561	0.70300578
0.588703642	9350	4.838758946	5.699369431	34.31314286	0.087884393	1.406011561	0.70300578
0.588761491	9384	4.838758946	5.699369431	34.31314286	0.087884393	1.406011561	0.70300578
0.588819362	9418	4.838758946	5.699369431	34.31314286	0.087884393	1.406011561	0.70300578
0.588877234	9452	4.369591713	5.263523102	34.31314286	0.087884393	1.406011561	0.70300578
0.588935106	9486	4.369591713	5.263523102	34.31314286	0.087884393	1.406011561	0.70300578
0.588992989	9520	4.369591713	5.263523102	34.31314286	0.087884393	1.406011561	0.70300578
0.58905085	9554	4.058511734	5.021854401	34.31314286	0.087884393	1.406011561	0.70300578
0.589108721	9588	4.058511734	5.021854401	34.31314286	0.087884393	1.406011561	0.70300578
0.589166605	9622	4.058511734	5.021854401	34.31314286	0.087884393	1.406011561	0.70300578
0.589224453	9656	3.778637171	4.849366665	34.31314286	0.087884393	1.406011561	0.70300578
0.589282325	9690	3.778637171	4.849366665	34.31314286	0.087884393	1.406011561	0.70300578
0.589340197	9724	3.778637171	4.849366665	34.31314286	0.087884393	1.406011561	0.70300578
0.589398069	9758	3.396257639	4.525206089	34.31314286	0.087884393	1.406011561	0.70300578
0.58945594	9792	3.396257639	4.525206089	34.31314286	0.087884393	1.406011561	0.70300578
0.589513812	9826	3.396257639	4.525206089	34.31314286	0.087884393	1.406011561	0.70300578
0.589571684	9860	3.176151276	4.350292206	34.31314286	0.087884393	1.406011561	0.70300578
0.589629556	9894	3.176151276	4.350292206	34.31314286	0.087884393	1.406011561	0.70300578
0.589687451	9928	3.176151276	4.350292206	34.31314286	0.087884393	1.406011561	0.70300578
0.589745288	9962	3.044578791	4.113472462	34.31314286	0.087884393	1.406011561	0.70300578
0.589803159	9996	3.044578791	4.113472462	34.31314286	0.087884393	1.406011561	0.70300578
0.589861031	10030	3.044578791	4.113472462	34.31314286	0.087884393	1.406011561	0.70300578
0.589918903	10064	3.044578791	3.888458967	34.31314286	0.087884393	1.406011561	0.70300578
0.589976786	10098	2.726630211	3.888458967	34.31314286	0.087884393	1.406011561	0.70300578
0.590034647	10132	2.726630211	3.888458967	34.31314286	0.087884393	1.406011561	0.70300578
