Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.610977737	7920	10.70628262	0.908084691	34.25828571	0.35132948	1.406011561	0.70300578
0.611035608	7956	10.60501862	0.836671889	34.25828571	0.35132948	1.406011561	0.70300578
0.61109348	7992	10.60501862	0.836671889	34.25828571	0.35132948	1.406011561	0.70300578
0.611151364	8028	10.60501862	0.836671889	34.25828571	0.35132948	1.406011561	0.70300578
0.611209247	8064	9.55962944	0.848454893	34.25828571	0.35132948	1.406011561	0.70300578
0.611267107	8100	9.55962944	0.848454893	34.25828571	0.35132948	1.406011561	0.70300578
0.611324979	8136	9.55962944	0.848454893	34.25828571	0.35132948	1.406011561	0.70300578
0.611382828	8172	9.97407341	0.870601893	34.25828571	0.35132948	1.406011561	0.70300578
0.6114407	8208	9.97407341	0.870601893	34.25828571	0.35132948	1.406011561	0.70300578
0.611498571	8244	9.97407341	0.870601893	34.25828571	0.35132948	1.406011561	0.70300578
0.611556455	8280	9.987257004	0.915726543	34.25828571	0.35132948	1.406011561	0.70300578
0.611614315	8316	9.987257004	0.915726543	34.25828571	0.35132948	1.406011561	0.70300578
0.611672187	8352	9.987257004	0.915726543	34.25828571	0.35132948	1.406011561	0.70300578
0.611730059	8388	10.00137711	0.914887428	34.25828571	0.35132948	1.406011561	0.70300578
0.611787931	8424	10.00137711	0.914887428	34.25828571	0.35132948	1.406011561	0.70300578
0.611845791	8460	10.00137711	0.914887428	34.25828571	0.35132948	1.406011561	0.70300578
0.611903663	8496	9.757367134	0.955288589	34.25828571	0.35132948	1.406011561	0.70300578
0.611961546	8532	9.757367134	0.955288589	34.25828571	0.35132948	1.406011561	0.70300578
0.612019406	8568	9.757367134	0.955288589	34.25828571	0.35132948	1.406011561	0.70300578
0.612077278	8604	9.618468285	1.144958377	34.25828571	0.35132948	1.406011561	0.70300578
0.61213515	8640	9.618468285	1.144958377	34.25828571	0.35132948	1.406011561	0.70300578
0.612193022	8676	9.618468285	1.144958377	34.25828571	0.35132948	1.406011561	0.70300578
0.612250894	8712	9.698542595	4.42950201	34.25828571	0.35132948	1.406011561	0.70300578
0.612308777	8748	9.698542595	4.42950201	34.25828571	0.35132948	1.406011561	0.70300578
0.612366637	8784	9.698542595	4.42950201	34.25828571	0.35132948	1.406011561	0.70300578
0.612424498	8820	9.96301651	9.146788597	34.25828571	0.35132948	1.406011561	0.70300578
0.612482369	8856	9.96301651	9.146788597	34.25828571	0.35132948	1.406011561	0.70300578
0.612540253	8892	9.96301651	9.146788597	34.25828571	0.35132948	1.406011561	0.70300578
0.612598113	8928	26.36030388	8.765678406	34.25828571	0.35132948	1.406011561	0.70300578
